title,journal,journal_lower,date,authors,abstract,doi,pmid,Rank,Title
COVID-19 mortality rate in children is U-shaped,Aging,aging,2021-Aug,"['Khera N', 'Santesmasses D', 'Kerepesi C', 'Gladyshev VN']","Children are known to be better protected from COVID-19 than adults, but their susceptibility patterns and the risk relative to other diseases are insufficiently defined. Here, we found that the COVID-19 mortality rate is U-shaped in childhood: it initially decreases, reaching the minimum at the ages 3-10 years, and then increases throughout life. All-cause mortality and mortality from other diseases, such as pneumonia and influenza, show a similar pattern; however, childhood mortality rates from COVID-19 are considerably lower than from other diseases, with the best relative protection achieved at the youngest ages. Consistent with this, the fraction of COVID-19 deaths among all deaths increases as a function of age throughout childhood and the entire life. We discuss implications of the elevated postnatal COVID-19 risk and lower childhood COVID-19 mortality compared to other diseases.",10.18632/aging.203442,34411000,3382.0,Aging
Applying deductive reasoning and the principles of particle physics to aging research,Aging,aging,2021-Sep,"['Moldakozhayev A', 'Tskhay A', 'Gladyshev VN']","Aging is debatably one of the biggest mysteries for humanity, a process consisting of myriads of genetic, molecular, environmental, and stochastic deleterious events, leading to a progressive loss of organism functionality. Aging research currently lacks a common conceptual framework, and one challenge in establishing it is the fact that aging is a highly complex process. To help develop a framework of standard aging rules, we suggest the use of deductive reasoning based on particle physics' principles. Specifically, the principles that we suggest applying to study aging are discreteness of processes, transformation as a result of interaction, and understanding of threshold. Using this framework, biological aging may be described as a sequence of highly discrete molecular transformations caused by a combination of various specific internal and external factors. Internal organismal function and interaction of an organism with the environment result in chronic accumulation of molecular damage and other deleterious consequences of metabolism and the consequent loss of system's functionality. The loss of functionality occurs as a series of thresholds the organism reaches before it turns into an utterly non-functional state. We discuss how having a common ground may benefit aging research, introduce the logic of new principles and analyze specific examples of how this framework could be used to study aging and design longevity interventions.",10.18632/aging.203555,34543232,3382.0,Aging
Pathogenic Variants in Selenoproteins and Selenocysteine Biosynthesis Machinery,International journal of molecular sciences,international journal of molecular sciences,2021-Oct,"['Santesmasses D', 'Gladyshev VN']","Selenium is incorporated into selenoproteins as the 21st amino acid selenocysteine (Sec). There are 25 selenoproteins encoded in the human genome, and their synthesis requires a dedicated machinery. Most selenoproteins are oxidoreductases with important functions in human health. A number of disorders have been associated with deficiency of selenoproteins, caused by mutations in selenoprotein genes or Sec machinery genes. We discuss mutations that are known to cause disease in humans and report their allele frequencies in the general population. The occurrence of protein-truncating variants in the same genes is also presented. We provide an overview of pathogenic variants in selenoproteins genes from a population genomics perspective.",10.3390/ijms222111593,34769022,3393.0,International Journal of Molecular Sciences
Genetic and phenotypic analysis of the causal relationship between aging and COVID-19,Communications medicine,communications medicine,2021-,"['Ying K', 'Zhai R', 'Pyrkov TV', 'Shindyapina AV', 'Mariotti M', 'Fedichev PO', 'Shen X', 'Gladyshev VN']","Epidemiological studies revealed that the elderly and those with comorbidities are most affected by COVID-19, but it is important to investigate shared genetic mechanisms between COVID-19 risk and aging.",10.1038/s43856-021-00033-z,35602207,,
Measuring Organ-Specific Translation Elongation Rate in Mice,"Methods in molecular biology (Clifton, N.J.)","methods in molecular biology (clifton, n.j.)",2021-,"['Gerashchenko MV', 'Gladyshev VN']","Modern methods of genome editing enable the rapid generation of mouse models to study the regulation of protein synthesis. At the same time, few options are available to study translation in rodents as the animal's complexity severely limits the repertoire of experimental tools. Here we describe a method to monitor translation in mice and other small animals. The technique is based on a ribosome profiling and specifically tailored toward measuring translation elongation. However, it can be easily applied for short upstream reading frames discovery. The advantage of this method is the ability to study translation in fully developed animals without extracting and subculturing cells, therefore, maintaining unperturbed physiological conditions.",10.1007/978-1-0716-1150-0_8,33765276,,
James R. Mitchell (1971-2020),Cell metabolism,cell metabolism,2021-Mar,"['Ristow M', 'Lee CH', 'De Bock K', 'Gladyshev VN', 'Hotamisligil GS', 'Manning BD']",,10.1016/j.cmet.2021.02.009,33657387,63.0,Cell Metabolism
A standard knockout procedure alters expression of adjacent loci at the translational level,Nucleic acids research,nucleic acids research,2021-Nov,"['Egorov AA', 'Alexandrov AI', 'Urakov VN', 'Makeeva DS', 'Edakin RO', 'Kushchenko AS', 'Gladyshev VN', 'Kulakovskiy IV', 'Dmitriev SE']","The Saccharomyces cerevisiae gene deletion collection is widely used for functional gene annotation and genetic interaction analyses. However, the standard G418-resistance cassette used to produce knockout mutants delivers strong regulatory elements into the target genetic loci. To date, its side effects on the expression of neighboring genes have never been systematically assessed. Here, using ribosome profiling data, RT-qPCR, and reporter expression, we investigated perturbations induced by the KanMX module. Our analysis revealed significant alterations in the transcription efficiency of neighboring genes and, more importantly, severe impairment of their mRNA translation, leading to changes in protein abundance. In the 'head-to-head' orientation of the deleted and neighboring genes, knockout often led to a shift of the transcription start site of the latter, introducing new uAUG codon(s) into the expanded 5' untranslated region (5' UTR). In the 'tail-to-tail' arrangement, knockout led to activation of alternative polyadenylation signals in the neighboring gene, thus altering its 3' UTR. These events may explain the so-called neighboring gene effect (NGE), i.e. false genetic interactions of the deleted genes. We estimate that in as much as ∼1/5 of knockout strains the expression of neighboring genes may be substantially (>2-fold) deregulated at the level of translation.",10.1093/nar/gkab872,34606617,159.0,Nucleic Acids Research
Molecular Damage in Aging,Nature aging,nature aging,2021-Dec,"['Gladyshev VN', 'Kritchevsky SB', 'Clarke SG', 'Cuervo AM', 'Fiehn O', 'de Magalhães JP', 'Mau T', 'Maes M', 'Moritz R', 'Niedernhofer LJ', 'Van Schaftingen E', 'Tranah GJ', 'Walsh K', 'Yura Y', 'Zhang B', 'Cummings SR']","Cellular metabolism generates molecular damage affecting all levels of biological organization. Accumulation of this damage over time is thought to play a central role in the aging process, but damage manifests in diverse molecular forms complicating its assessment. Insufficient attention has been paid to date to the role of molecular damage in aging-related phenotypes, particularly in humans, in part because of the difficulty in measuring its various forms. Recently, omics approaches have been developed that begin to address this challenge, because they are able to assess a sizeable proportion of age-related damage at the level of small molecules, proteins, RNA, DNA, organelles and cells. This review describes the concept of molecular damage in aging and discusses its diverse aspects from theoretical models to experimental approaches. Measurement of multiple types of damage enables studies of the role of damage in human aging outcomes and lays a foundation for testing interventions to reduce the burden of molecular damage, opening new approaches to slowing aging and reducing its consequences.",10.1038/s43587-021-00150-3,36846190,224.0,Nature Aging
A pig BodyMap transcriptome reveals diverse tissue physiologies and evolutionary dynamics of transcription,Nature communications,nature communications,2021-Jun,"['Jin L', 'Tang Q', 'Hu S', 'Chen Z', 'Zhou X', 'Zeng B', 'Wang Y', 'He M', 'Li Y', 'Gui L', 'Shen L', 'Long K', 'Ma J', 'Wang X', 'Chen Z', 'Jiang Y', 'Tang G', 'Zhu L', 'Liu F', 'Zhang B', 'Huang Z', 'Li G', 'Li D', 'Gladyshev VN', 'Yin J', 'Gu Y', 'Li X', 'Li M']","A comprehensive transcriptomic survey of pigs can provide a mechanistic understanding of tissue specialization processes underlying economically valuable traits and accelerate their use as a biomedical model. Here we characterize four transcript types (lncRNAs, TUCPs, miRNAs, and circRNAs) and protein-coding genes in 31 adult pig tissues and two cell lines. We uncover the transcriptomic variability among 47 skeletal muscles, and six adipose depots linked to their different origins, metabolism, cell composition, physical activity, and mitochondrial pathways. We perform comparative analysis of the transcriptomes of seven tissues from pigs and nine other vertebrates to reveal that evolutionary divergence in transcription potentially contributes to lineage-specific biology. Long-range promoter-enhancer interaction analysis in subcutaneous adipose tissues across species suggests evolutionarily stable transcription patterns likely attributable to redundant enhancers buffering gene expression patterns against perturbations, thereby conferring robustness during speciation. This study can facilitate adoption of the pig as a biomedical model for human biology and disease and uncovers the molecular bases of valuable traits.",10.1038/s41467-021-23560-8,34140474,297.0,Nature Communications
Maintenance of genome sequence integrity in long- and short-lived rodent species,Science advances,science advances,2021-Oct,"['Zhang L', 'Dong X', 'Tian X', 'Lee M', 'Ablaeva J', 'Firsanov D', 'Lee SG', 'Maslov AY', 'Gladyshev VN', 'Seluanov A', 'Gorbunova V', 'Vijg J']","DNA mutations in somatic cells have been implicated in the causation of aging, with longer-lived species having a higher capacity to maintain genome sequence integrity than shorter-lived species. In an attempt to directly test this hypothesis, we used single-cell whole-genome sequencing to analyze spontaneous and bleomycin-induced somatic mutations in lung fibroblasts of four rodent species with distinct maximum life spans, including mouse, guinea pig, blind mole-rat, and naked mole-rat, as well as humans. As predicted, the mutagen-induced mutation frequencies inversely correlated with species-specific maximum life span, with the greatest difference observed between the mouse and all other species. These results suggest that long-lived species are capable of processing DNA damage in a more accurate way than short-lived species.",10.1126/sciadv.abj3284,34705500,347.0,Science advances
Genomic expansion of Aldh1a1 protects beavers against high metabolic aldehydes from lipid oxidation,Cell reports,cell reports,2021-Nov,"['Zhang Q', 'Tombline G', 'Ablaeva J', 'Zhang L', 'Zhou X', 'Smith Z', 'Zhao Y', 'Xiaoli AM', 'Wang Z', 'Lin JR', 'Jabalameli MR', 'Mitra J', 'Nguyen N', 'Vijg J', 'Seluanov A', 'Gladyshev VN', 'Gorbunova V', 'Zhang ZD']","The North American beaver is an exceptionally long-lived and cancer-resistant rodent species. Here, we report the evolutionary changes in its gene coding sequences, copy numbers, and expression. We identify changes that likely increase its ability to detoxify aldehydes, enhance tumor suppression and DNA repair, and alter lipid metabolism, potentially contributing to its longevity and cancer resistance. Hpgd, a tumor suppressor gene, is uniquely duplicated in beavers among rodents, and several genes associated with tumor suppression and longevity are under positive selection in beavers. Lipid metabolism genes show positive selection signals, changes in copy numbers, or altered gene expression in beavers. Aldh1a1, encoding an enzyme for aldehydes detoxification, is particularly notable due to its massive expansion in beavers, which enhances their cellular resistance to ethanol and capacity to metabolize diverse aldehyde substrates from lipid oxidation and their woody diet. We hypothesize that the amplification of Aldh1a1 may contribute to the longevity of beavers.",10.1016/j.celrep.2021.109965,34758328,376.0,Cell Reports
Ectopic cervical thymi and no thymic involution until midlife in naked mole rats,Aging cell,aging cell,2021-Oct,"['Emmrich S', 'Tolibzoda Zakusilo F', 'Trapp A', 'Zhou X', 'Zhang Q', 'Irving EM', 'Drage MG', 'Zhang Z', 'Gladyshev VN', 'Seluanov A', 'Gorbunova V']","Immunosenescence is a hallmark of aging and manifests as increased susceptibility to infection, autoimmunity, and cancer in the elderly. One component of immunosenescence is thymic involution, age-associated shrinkage of the thymus, observed in all vertebrates studied to date. The naked mole rat (Heterocephalus glaber) has become an attractive animal model in aging research due to its extreme longevity and resistance to disease. Here, we show that naked mole rats display no thymic involution up to 11 years of age. Furthermore, we found large ectopic cervical thymi in addition to the canonical thoracic thymus, both being identical in their cell composition. The developmental landscape in naked mole rat thymi revealed overt differences from the murine T-cell compartment, most notably a decrease of CD4<sup>+</sup> /CD8<sup>+</sup> double-positive cells and lower abundance of cytotoxic effector T cells. Our observations suggest that naked mole rats display a delayed immunosenescence. Therapeutic interventions aimed at reversing thymic aging remain limited, underscoring the importance of understanding the cellular and molecular mechanisms behind a sustained immune function in the naked mole rat.",10.1111/acel.13477,34596321,709.0,Aging Cell
Lifespan Extension in Long-Lived Vertebrates Rooted in Ecological Adaptation,Frontiers in cell and developmental biology,frontiers in cell and developmental biology,2021-,"['Omotoso O', 'Gladyshev VN', 'Zhou X']","Contemporary studies on aging and longevity have largely overlooked the role that adaptation plays in lifespan variation across species. Emerging evidence indicates that the genetic signals of extended lifespan may be maintained by natural selection, suggesting that longevity could be a product of organismal adaptation. The mechanisms of adaptation in long-lived animals are believed to account for the modification of physiological function. Here, we first review recent progress in comparative biology of long-lived animals, together with the emergence of adaptive genetic factors that control longevity and disease resistance. We then propose that hitchhiking of adaptive genetic changes is the basis for lifespan changes and suggest ways to test this evolutionary model. As individual adaptive or adaptation-linked mutations/substitutions generate specific forms of longevity effects, the cumulative beneficial effect is largely nonrandom and is indirectly favored by natural selection. We consider this concept in light of other proposed theories of aging and integrate these disparate ideas into an adaptive evolutionary model, highlighting strategies in decoding genetic factors of lifespan control.",10.3389/fcell.2021.704966,34733838,2071.0,Frontiers in Cell and Developmental Biology
A Chromosome-Level Genome of the Agile Gracile Mouse Opossum (Gracilinanus agilis),Genome biology and evolution,genome biology and evolution,2021-Aug,"['Tian R', 'Han K', 'Geng Y', 'Yang C', 'Guo H', 'Shi C', 'Xu S', 'Yang G', 'Zhou X', 'Gladyshev VN', 'Liu X', 'Chopin LK', 'Fisher DO', 'Baker AM', 'Leiner NO', 'Fan G', 'Seim I']","There are more than 100 species of American didelphid marsupials (opossums and mouse opossums). Limited genomic resources for didelphids exists, with only two publicly available genome assemblies compared with dozens in the case of their Australasian counterparts. This discrepancy impedes evolutionary and ecological research. To address this gap, we assembled a high-quality chromosome-level genome of the agile gracile mouse opossum (Gracilinanus agilis) using a combination of stLFR sequencing, polishing with mate-pair data, and anchoring onto pseudochromosomes using Hi-C. This species employs a rare life-history strategy, semelparity, and all G. agilis males and most females die at the end of their first breeding season after succumbing to stress and exhaustion. The 3.7-Gb chromosome-level assembly, with 92.6% anchored onto pseudochromosomes, has a scaffold N50 of 683.5 Mb and a contig N50 of 56.9 kb. The genome assembly shows high completeness, with a mammalian BUSCO score of 88.1%. Around 49.7% of the genome contains repetitive elements. Gene annotation yielded 24,425 genes, of which 83.9% were functionally annotated. The G. agilis genome is an important resource for future studies of marsupial biology, evolution, and conservation.",10.1093/gbe/evab162,34247236,2808.0,Genome Biology and Evolution
"Historical Roles of Selenium and Selenoproteins in Health and Development: The Good, the Bad and the Ugly",International journal of molecular sciences,international journal of molecular sciences,2021-Dec,"['Tsuji PA', 'Santesmasses D', 'Lee BJ', 'Gladyshev VN', 'Hatfield DL']","Selenium is a fascinating element that has a long history, most of which documents it as a deleterious element to health. In more recent years, selenium has been found to be an essential element in the diet of humans, all other mammals, and many other life forms. It has many health benefits that include, for example, roles in preventing heart disease and certain forms of cancer, slowing AIDS progression in HIV patients, supporting male reproduction, inhibiting viral expression, and boosting the immune system, and it also plays essential roles in mammalian development. Elucidating the molecular biology of selenium over the past 40 years generated an entirely new field of science which encompassed the many novel features of selenium. These features were (1) how this element makes its way into protein as the 21st amino acid in the genetic code, selenocysteine (Sec); (2) the vast amount of machinery dedicated to synthesizing Sec uniquely on its tRNA; (3) the incorporation of Sec into protein; and (4) the roles of the resulting Sec-containing proteins (selenoproteins) in health and development. One of the research areas receiving the most attention regarding selenium in health has been its role in cancer prevention, but further research has also exposed the role of this element as a facilitator of various maladies, including cancer.",10.3390/ijms23010005,35008430,3393.0,International Journal of Molecular Sciences
Selenium and the 15kDa Selenoprotein Impact Colorectal Tumorigenesis by Modulating Intestinal Barrier Integrity,International journal of molecular sciences,international journal of molecular sciences,2021-Sep,"['Canter JA', 'Ernst SE', 'Peters KM', 'Carlson BA', 'Thielman NRJ', 'Grysczyk L', 'Udofe P', 'Yu Y', 'Cao L', 'Davis CD', 'Gladyshev VN', 'Hatfield DL', 'Tsuji PA']","Selenoproteins play important roles in many cellular functions and biochemical pathways in mammals. Our previous study showed that the deficiency of the 15 kDa selenoprotein (<i>Selenof</i>) significantly reduced the formation of aberrant crypt foci (ACF) in a mouse model of azoxymethane (AOM)-induced colon carcinogenesis. The objective of this study was to examine the effects of <i>Selenof</i> on inflammatory tumorigenesis, and whether dietary selenium modified these effects. For 20 weeks post-weaning, Selenof-knockout (KO) mice and littermate controls were fed diets that were either deficient, adequate or high in sodium selenite. Colon tumors were induced with AOM and dextran sulfate sodium. Surprisingly, KO mice had drastically fewer ACF but developed a similar number of tumors as their littermate controls. Expression of genes important in inflammatory colorectal cancer and those relevant to epithelial barrier function was assessed, in addition to structural differences via tissue histology. Our findings point to <i>Selenof</i>'s potential role in intestinal barrier integrity and structural changes in glandular and mucin-producing goblet cells in the mucosa and submucosa, which may determine the type of tumor developing.",10.3390/ijms221910651,34638991,3393.0,International Journal of Molecular Sciences
Identification of Signaling Pathways for Early Embryonic Lethality and Developmental Retardation in <i>Sephs1<sup>-/-</sup></i> Mice,International journal of molecular sciences,international journal of molecular sciences,2021-Oct,"['Bang J', 'Han M', 'Yoo TJ', 'Qiao L', 'Jung J', 'Na J', 'Carlson BA', 'Gladyshev VN', 'Hatfield DL', 'Kim JH', 'Kim LK', 'Lee BJ']","Selenophosphate synthetase 1 (SEPHS1) plays an essential role in cell growth and survival. However, the underlying molecular mechanisms remain unclear. In the present study, the pathways regulated by SEPHS1 during gastrulation were determined by bioinformatical analyses and experimental verification using systemic knockout mice targeting <i>Sephs1</i>. We found that the coagulation system and retinoic acid signaling were most highly affected by SEPHS1 deficiency throughout gastrulation. Gene expression patterns of altered embryo morphogenesis and inhibition of Wnt signaling were predicted with high probability at E6.5. These predictions were verified by structural abnormalities in the dermal layer of <i>Sephs1<sup>-/-</sup></i> embryos. At E7.5, organogenesis and activation of prolactin signaling were predicted to be affected by <i>Sephs1</i> knockout. Delay of head fold formation was observed in the <i>Sephs1<sup>-/-</sup></i> embryos. At E8.5, gene expression associated with organ development and insulin-like growth hormone signaling that regulates organ growth during development was altered. Consistent with these observations, various morphological abnormalities of organs and axial rotation failure were observed. We also found that the gene sets related to redox homeostasis and apoptosis were gradually enriched in a time-dependent manner until E8.5. However, DNA damage and apoptosis markers were detected only when the <i>Sephs1<sup>-/-</sup></i> embryos aged to E9.5. Our results suggest that SEPHS1 deficiency causes a gradual increase of oxidative stress which changes signaling pathways during gastrulation, and afterwards leads to apoptosis.",10.3390/ijms222111647,34769078,3393.0,International Journal of Molecular Sciences
Assessing Ribosome Distribution Along Transcripts with Polarity Scores and Regression Slope Estimates,"Methods in molecular biology (Clifton, N.J.)","methods in molecular biology (clifton, n.j.)",2021-,"['Vorontsov IE', 'Egorov AA', 'Anisimova AS', 'Eliseeva IA', 'Makeev VJ', 'Gladyshev VN', 'Dmitriev SE', 'Kulakovskiy IV']","During translation, the rate of ribosome movement along mRNA varies. This leads to a non-uniform ribosome distribution along the transcript, depending on local mRNA sequence, structure, tRNA availability, and translation factor abundance, as well as the relationship between the overall rates of initiation, elongation, and termination. Stress, antibiotics, and genetic perturbations affecting composition and properties of translation machinery can alter the ribosome positional distribution dramatically. Here, we offer a computational protocol for analyzing positional distribution profiles using ribosome profiling (Ribo-Seq) data. The protocol uses papolarity, a new Python toolkit for the analysis of transcript-level short read coverage profiles. For a single sample, for each transcript papolarity allows for computing the classic polarity metric which, in the case of Ribo-Seq, reflects ribosome positional preferences. For comparison versus a control sample, papolarity estimates an improved metric, the relative linear regression slope of coverage along transcript length. This involves de-noising by profile segmentation with a Poisson model and aggregation of Ribo-Seq coverage within segments, thus achieving reliable estimates of the regression slope. The papolarity software and the associated protocol can be conveniently used for Ribo-Seq data analysis in the command-line Linux environment. Papolarity package is available through Python pip package manager. The source code is available at https://github.com/autosome-ru/papolarity .",10.1007/978-1-0716-1150-0_13,33765281,,
Development of a novel fluorescent biosensor for dynamic monitoring of metabolic methionine redox status in cells and tissues,Biosensors & bioelectronics,biosensors & bioelectronics,2021-Apr,"['Choi DW', 'Roh YJ', 'Kim S', 'Lee HM', 'Kim M', 'Shin D', 'Park JH', 'Cho Y', 'Park HH', 'Ok YS', 'Kang D', 'Kim JH', 'Tarrago L', 'Danial NN', 'Gladyshev VN', 'Min PK', 'Lee BC']","Aberrant production of reactive oxygen species (ROS) leads to tissue damage accumulation, which is associated with a myriad of human pathologies. Although several sensors have been developed for ROS quantification, their applications for ROS-related human physiologies and pathologies still remain problematic due to the unstable nature of ROS. Herein, we developed Trx1-cpYFP-fRMsr (TYfR), a genetically-encoded fluorescent biosensor with the remarkable specificity and sensitivity toward fMetRO (free Methionine-R-sulfoxide), allowing for dynamic quantification of physiological levels of fMetRO, a novel indicator of ROS and methionine redox status in vitro and in vivo. Moreover, using the sensor, we observed a significant fMetRO enrichment in serum from patients with acute coronary syndrome, one of the most severe cardiovascular diseases, which becomes more evident following percutaneous coronary intervention. Collectively, this study proposes that fMetRO is a novel biomarker of tissue damage accumulation in ROS-associated human pathologies, and that TYfR is a promising tool for quantifying fMetRO with potentials in versatile applications.",10.1016/j.bios.2021.113031,33571808,,
Epigenetic aging of the demographically non-aging naked mole-rat,Nature communications,nature communications,2022-Jan,"['Kerepesi C', 'Meer MV', 'Ablaeva J', 'Amoroso VG', 'Lee SG', 'Zhang B', 'Gerashchenko MV', 'Trapp A', 'Yim SH', 'Lu AT', 'Levine ME', 'Seluanov A', 'Horvath S', 'Park TJ', 'Gorbunova V', 'Gladyshev VN']","The naked mole-rat (NMR) is an exceptionally long-lived rodent that shows no increase of mortality with age, defining it as a demographically non-aging mammal. Here, we perform bisulfite sequencing of the blood of > 100 NMRs, assessing > 3 million common CpG sites. Unsupervised clustering based on sites whose methylation correlates with age reveals an age-related methylome remodeling, and we also observe a methylome information loss, suggesting that NMRs age. We develop an epigenetic aging clock that accurately predicts the NMR age. We show that these animals age much slower than mice and much faster than humans, consistent with their known maximum lifespans. Interestingly, patterns of age-related changes of clock sites in Tert and Prpf19 differ between NMRs and mice, but there are also sites conserved between the two species. Together, the data indicate that NMRs, like other mammals, epigenetically age even in the absence of demographic aging of this species.",10.1038/s41467-022-27959-9,35039495,297.0,Nature Communications
Rapamycin treatment during development extends life span and health span of male mice and <i>Daphnia magna</i>,Science advances,science advances,2022-Sep,"['Shindyapina AV', 'Cho Y', 'Kaya A', 'Tyshkovskiy A', 'Castro JP', 'Deik A', 'Gordevicius J', 'Poganik JR', 'Clish CB', 'Horvath S', 'Peshkin L', 'Gladyshev VN']","Development is tightly connected to aging, but whether pharmacologically targeting development can extend life remains unknown. Here, we subjected genetically diverse UMHET3 mice to rapamycin for the first 45 days of life. The mice grew slower and remained smaller than controls for their entire lives. Their reproductive age was delayed without affecting offspring numbers. The treatment was sufficient to extend the median life span by 10%, with the strongest effect in males, and helped to preserve health as measured by frailty index scores, gait speed, and glucose and insulin tolerance tests. Mechanistically, the liver transcriptome and epigenome of treated mice were younger at the completion of treatment. Analogous to mice, rapamycin exposure during development robustly extended the life span of <i>Daphnia magna</i> and reduced its body size. Overall, the results demonstrate that short-term rapamycin treatment during development is a novel longevity intervention that acts by slowing down development and aging, suggesting that aging may be targeted already early in life.",10.1126/sciadv.abo5482,36112674,347.0,Science advances
Emerging rejuvenation strategies-Reducing the biological age,Aging cell,aging cell,2022-Jan,"['Zhang B', 'Trapp A', 'Kerepesi C', 'Gladyshev VN']","Several interventions have recently emerged that were proposed to reverse rather than just attenuate aging, but the criteria for what it takes to achieve rejuvenation remain controversial. Distinguishing potential rejuvenation therapies from other longevity interventions, such as those that slow down aging, is challenging, and these anti-aging strategies are often referred to interchangeably. We suggest that the prerequisite for a rejuvenation intervention is a robust, sustained, and systemic reduction in biological age, which can be assessed by biomarkers of aging, such as epigenetic clocks. We discuss known and putative rejuvenation interventions and comparatively analyze them to explore underlying mechanisms.",10.1111/acel.13538,34972247,709.0,Aging Cell
Selenocysteine Machinery Primarily Supports TXNRD1 and GPX4 Functions and Together They Are Functionally Linked with SCD and PRDX6,Biomolecules,biomolecules,2022-Jul,"['Santesmasses D', 'Gladyshev VN']","The human genome has 25 genes coding for selenocysteine (Sec)-containing proteins, whose synthesis is supported by specialized Sec machinery proteins. Here, we carried out an analysis of the co-essentiality network to identify functional partners of selenoproteins and Sec machinery. One outstanding cluster included all seven known Sec machinery proteins and two critical selenoproteins, GPX4 and TXNRD1. Additionally, these nine genes were further positively associated with PRDX6 and negatively with SCD, linking the latter two genes to the essential role of selenium. We analyzed the essentiality scores of gene knockouts in this cluster across one thousand cancer cell lines and found that Sec metabolism genes are strongly selective for a subset of primary tissues, suggesting that certain cancer cell lineages are particularly dependent on selenium. A separate outstanding cluster included selenophosphate synthetase SEPHS1, which was linked to a group of transcription factors, whereas the remaining selenoproteins were linked neither to these clusters nor among themselves. The data suggest that key components of Sec machinery have already been identified and that their primary role is to support the functions of GPX4 and TXNRD1, with further functional links to PRDX6 and SCD.",10.3390/biom12081049,36008942,3388.0,Biomolecules
The selenoprotein methionine sulfoxide reductase B1 (MSRB1),Free radical biology & medicine,free radical biology & medicine,2022-Oct,"['Tarrago L', 'Kaya A', 'Kim HY', 'Manta B', 'Lee BC', 'Gladyshev VN']","Methionine (Met) can be oxidized to methionine sulfoxide (MetO), which exist as R- and S-diastereomers. Present in all three domains of life, methionine sulfoxide reductases (MSR) are the enzymes that reduce MetO back to Met. Most characterized among them are MSRA and MSRB, which are strictly stereospecific for the S- and R-diastereomers of MetO, respectively. While the majority of MSRs use a catalytic Cys to reduce their substrates, some employ selenocysteine. This is the case of mammalian MSRB1, which was initially discovered as selenoprotein SELR or SELX and later was found to exhibit an MSRB activity. Genomic analyses demonstrated its occurrence in most animal lineages, and biochemical and structural analyses uncovered its catalytic mechanism. The use of transgenic mice and mammalian cell culture revealed its physiological importance in the protection against oxidative stress, maintenance of neuronal cells, cognition, cancer cell proliferation, and the immune response. Coincident with the discovery of Met oxidizing MICAL enzymes, recent findings of MSRB1 regulating the innate immunity response through reversible stereospecific Met-R-oxidation of cytoskeletal actin opened up new avenues for biological importance of MSRB1 and its role in disease. In this review, we discuss the current state of research on MSRB1, compare it with other animal Msrs, and offer a perspective on further understanding of biological functions of this selenoprotein.",10.1016/j.freeradbiomed.2022.08.043,36084791,,
Selenoprotein TXNRD3 supports male fertility via the redox regulation of spermatogenesis,The Journal of biological chemistry,the journal of biological chemistry,2022-Aug,"['Dou Q', 'Turanov AA', 'Mariotti M', 'Hwang JY', 'Wang H', 'Lee SG', 'Paulo JA', 'Yim SH', 'Gygi SP', 'Chung JJ', 'Gladyshev VN']","Thioredoxin/glutathione reductase (TXNRD3) is a selenoprotein composed of thioredoxin reductase and glutaredoxin domains. This NADPH-dependent thiol oxidoreductase evolved through gene duplication within the Txnrd family, is expressed in the testes, and can reduce both thioredoxin and glutathione in vitro; however, the function of this enzyme remains unknown. To characterize the function of TXNRD3 in vivo, we generated a strain of mice bearing deletion of Txnrd3 gene. We show that these Txnrd3 knockout mice are viable and without discernable gross phenotypes, and also that TXNRD3 deficiency leads to fertility impairment in male mice. We found that Txnrd3 knockout animals exhibited a lower fertilization rate in vitro, a sperm movement phenotype, and an altered thiol redox status in sperm cells. Proteomic analyses further revealed a broad range of substrates reduced by TXNRD3 during sperm maturation, presumably as a part of sperm quality control. Taken together, these results show that TXNRD3 plays a critical role in male reproduction via the thiol redox control of spermatogenesis.",10.1016/j.jbc.2022.102183,35753352,,
In vivo cyclic induction of the FOXM1 transcription factor delays natural and progeroid aging phenotypes and extends healthspan,Nature aging,nature aging,2022-May,"['Ribeiro R', 'Macedo JC', 'Costa M', 'Ustiyan V', 'Shindyapina AV', 'Tyshkovskiy A', 'Gomes RN', 'Castro JP', 'Kalin TV', 'Vasques-Nóvoa F', 'Nascimento DS', 'Dmitriev SE', 'Gladyshev VN', 'Kalinichenko VV', 'Logarinho E']","The FOXM1 transcription factor exhibits pleiotropic C-terminal transcriptional and N-terminal non-transcriptional functions in various biological processes critical for cellular homeostasis. We previously found that FOXM1 repression during cellular aging underlies the senescence phenotypes, which were vastly restored by overexpressing transcriptionally active FOXM1. Yet, it remains unknown whether increased expression of FOXM1 can delay organismal aging. Here, we show that in vivo cyclic induction of an N-terminal truncated FOXM1 transgene on progeroid and naturally aged mice offsets aging-associated repression of full-length endogenous Foxm1, reinstating both transcriptional and non-transcriptional functions. This translated into mitigation of several cellular aging hallmarks, as well as molecular and histopathological progeroid features of the short-lived Hutchison-Gilford progeria mouse model, significantly extending its lifespan. FOXM1 transgene induction also reinstated endogenous Foxm1 levels in naturally aged mice, delaying aging phenotypes while extending their lifespan. Thus, we disclose that FOXM1 genetic rewiring can delay senescence-associated progeroid and natural aging pathologies.",10.1038/s43587-022-00209-9,37118067,224.0,Nature Aging
